Gender,Education_Level,Income_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Trans_Ct,Churned
F,Uneducated,Less than $40K,1,2,4,1211,40,1
M,College,$80K - $120K,6,3,0,1146,70,0
F,Uneducated,Less than $40K,3,2,4,2312,36,1
F,Doctorate,$40K - $60K,4,3,2,1047,38,1
F,Uneducated,$40K - $60K,6,1,2,2123,77,0
M,College,$80K - $120K,5,3,3,0,88,0
F,College,Unknown,3,1,4,1427,96,0
F,Uneducated,Unknown,3,1,1,0,69,0
F,Uneducated,Less than $40K,5,3,2,2517,43,1
M,Graduate,Less than $40K,5,2,4,0,65,0
F,Graduate,Less than $40K,4,2,4,949,65,0
M,College,$80K - $120K,3,3,3,1151,84,0
F,Doctorate,Less than $40K,5,3,1,1411,44,1
F,Uneducated,Less than $40K,6,5,4,647,64,0
F,Doctorate,Unknown,3,2,2,0,78,0
F,High School,Less than $40K,4,1,2,1811,68,0
F,Uneducated,Less than $40K,3,2,3,2031,79,0
F,High School,$40K - $60K,3,2,2,1988,69,0
F,Unknown,Less than $40K,3,3,3,1787,76,0
F,Graduate,Unknown,4,3,4,1659,102,0
F,Unknown,Less than $40K,5,2,2,1452,68,0
F,High School,Less than $40K,3,3,3,2049,61,0
F,Graduate,Less than $40K,5,1,4,2271,83,0
F,High School,Less than $40K,5,1,4,1739,84,0
F,High School,$40K - $60K,3,3,1,0,74,0
F,High School,Less than $40K,3,3,4,0,42,1
F,Uneducated,Unknown,4,3,3,0,40,1
M,Graduate,$80K - $120K,5,2,4,2376,67,0
M,Graduate,$80K - $120K,6,2,3,0,80,0
F,Graduate,Unknown,6,2,1,0,61,0
F,High School,$40K - $60K,6,3,2,751,62,0
F,Graduate,Less than $40K,6,2,2,604,85,0
M,Post-Graduate,$60K - $80K,4,3,4,1128,75,0
F,Graduate,Less than $40K,3,3,0,0,72,0
F,Graduate,Unknown,5,3,2,1368,79,0
F,Uneducated,Less than $40K,5,3,4,1680,83,0
F,Graduate,Less than $40K,5,3,4,879,71,0
M,Post-Graduate,$40K - $60K,3,2,4,931,29,1
F,High School,$40K - $60K,4,3,2,0,33,1
F,Unknown,Unknown,5,1,4,1463,72,0
F,Uneducated,Less than $40K,4,1,4,2058,61,0
F,High School,Less than $40K,6,3,3,2131,75,0
F,Unknown,Less than $40K,4,3,3,1573,68,0
F,Graduate,Less than $40K,5,1,3,0,63,0
F,Graduate,$40K - $60K,5,2,2,0,73,0
F,Unknown,Less than $40K,4,1,1,1507,70,0
M,Unknown,$60K - $80K,6,2,4,2312,37,0
M,Unknown,$40K - $60K,5,2,2,1249,73,0
M,Uneducated,Less than $40K,1,3,4,0,19,1
F,Doctorate,Unknown,6,4,3,1477,44,1
F,High School,Less than $40K,6,3,1,0,86,0
F,Uneducated,Unknown,3,3,1,1303,76,0
M,Unknown,$40K - $60K,6,2,4,1318,54,0
M,Graduate,$60K - $80K,5,2,2,2467,90,0
M,Graduate,Unknown,6,3,1,0,60,0
F,College,Less than $40K,3,3,4,1011,71,0
M,Graduate,$80K - $120K,6,3,2,0,84,0
F,Unknown,Less than $40K,4,1,2,2230,73,0
F,High School,$40K - $60K,4,3,4,2048,92,0
F,Graduate,Unknown,3,3,2,1771,47,1
F,High School,Unknown,4,3,2,642,90,0
M,College,$60K - $80K,5,3,4,997,75,0
F,Graduate,Less than $40K,3,1,1,604,75,0
M,Uneducated,$120K +,3,2,4,1445,80,0
F,College,$40K - $60K,3,6,2,933,78,0
F,Doctorate,Less than $40K,3,2,2,901,80,0
F,Unknown,Less than $40K,6,2,3,0,42,1
F,Uneducated,Less than $40K,3,1,4,1148,84,0
M,High School,$40K - $60K,5,3,3,0,55,1
F,High School,Less than $40K,5,2,2,0,63,0
F,Unknown,Less than $40K,5,2,3,1398,88,0
F,Graduate,Unknown,6,1,2,0,71,0
F,Post-Graduate,Unknown,5,2,1,1391,59,0
F,College,$40K - $60K,6,3,1,0,77,0
F,Graduate,Less than $40K,3,3,4,2104,93,0
F,Unknown,Unknown,4,3,2,1545,47,1
F,Post-Graduate,$40K - $60K,3,1,4,0,82,0
F,Graduate,Less than $40K,3,2,4,0,37,1
F,Uneducated,Less than $40K,5,4,2,1355,70,0
F,College,Less than $40K,4,2,4,2517,72,0
M,Graduate,$60K - $80K,3,1,2,0,75,0
F,High School,Unknown,3,1,2,1305,73,0
F,Uneducated,Less than $40K,3,2,4,578,79,0
F,Graduate,Less than $40K,3,1,4,1283,85,0
F,Unknown,Less than $40K,6,2,4,896,41,1
F,College,$40K - $60K,4,3,3,0,81,0
F,Uneducated,$40K - $60K,6,1,3,1903,81,0
M,Graduate,$80K - $120K,5,3,2,1228,74,0
M,Uneducated,$40K - $60K,4,5,4,2422,43,1
M,High School,$80K - $120K,6,2,1,1165,67,0
M,Unknown,$40K - $60K,4,3,1,2060,64,0
F,Graduate,Less than $40K,4,2,4,2217,74,0
M,Doctorate,$80K - $120K,5,3,3,2207,78,0
F,Graduate,Less than $40K,3,2,2,1618,88,0
F,Uneducated,Less than $40K,5,3,4,729,65,0
F,High School,Less than $40K,6,2,1,1959,69,0
M,Graduate,$60K - $80K,5,2,4,2080,40,1
F,Graduate,Less than $40K,4,3,4,0,51,1
F,Uneducated,$40K - $60K,4,1,3,921,72,0
M,Unknown,$80K - $120K,6,6,3,1835,49,0
M,Doctorate,$60K - $80K,5,1,1,0,74,0
M,Unknown,$80K - $120K,6,2,3,1878,84,0
F,High School,$40K - $60K,4,2,2,0,67,0
F,Graduate,Less than $40K,4,2,0,1161,85,0
F,Graduate,Less than $40K,4,2,3,978,78,0
F,Graduate,Less than $40K,4,2,2,2517,36,1
F,Unknown,Less than $40K,6,3,3,238,47,1
F,High School,Less than $40K,3,1,4,2136,50,0
F,High School,$40K - $60K,5,3,2,2055,58,0
F,Graduate,Less than $40K,5,1,5,431,46,1
F,Graduate,Unknown,6,2,3,1883,85,0
F,Uneducated,Less than $40K,4,3,4,1539,74,0
F,Uneducated,Less than $40K,6,2,4,1377,86,0
M,High School,$120K +,6,3,2,0,50,1
F,Uneducated,$40K - $60K,6,2,2,1619,87,0
F,Graduate,Less than $40K,3,1,2,1547,74,0
F,Uneducated,Less than $40K,5,2,1,2517,41,1
M,Graduate,$80K - $120K,6,3,3,1493,60,0
M,High School,$40K - $60K,3,1,1,974,75,0
M,Unknown,$80K - $120K,5,2,3,1372,79,0
F,Graduate,$40K - $60K,4,3,2,2013,82,0
F,Doctorate,$40K - $60K,5,3,1,603,62,0
F,Unknown,$40K - $60K,4,3,5,1327,33,1
M,Doctorate,$60K - $80K,3,2,4,0,39,1
F,Uneducated,Unknown,3,4,4,1182,72,0
F,Graduate,Less than $40K,4,2,4,2127,71,0
F,Graduate,Less than $40K,6,1,3,2201,78,0
F,High School,Less than $40K,6,3,2,0,82,0
M,Uneducated,$80K - $120K,4,3,1,787,56,0
F,Unknown,Less than $40K,6,2,1,2459,65,0
F,High School,Less than $40K,4,2,3,802,74,0
M,High School,$60K - $80K,6,2,1,0,87,0
F,Graduate,Unknown,4,3,3,755,75,0
M,Post-Graduate,$120K +,4,2,4,2517,62,0
F,Graduate,Unknown,6,1,2,1805,90,0
F,Graduate,Less than $40K,4,2,4,686,58,0
F,College,Less than $40K,6,1,3,2209,73,0
F,Uneducated,Less than $40K,4,1,3,0,80,0
F,Graduate,$40K - $60K,6,3,3,0,42,1
F,Uneducated,Unknown,5,5,2,1041,75,0
F,Graduate,Less than $40K,1,3,3,811,46,1
F,High School,Less than $40K,4,2,4,1740,81,0
F,Unknown,Less than $40K,4,2,4,0,83,0
F,Graduate,$40K - $60K,1,3,1,0,50,1
F,Uneducated,$40K - $60K,6,1,2,1460,74,0
M,Uneducated,$60K - $80K,3,1,1,512,82,0
F,Unknown,Less than $40K,3,3,3,0,39,1
M,Doctorate,$60K - $80K,6,3,0,1018,86,0
F,Unknown,$40K - $60K,5,1,1,938,86,0
F,Unknown,$40K - $60K,4,1,1,0,79,0
F,Unknown,Less than $40K,5,3,0,1940,90,0
F,Uneducated,$40K - $60K,4,1,4,2323,86,0
F,Unknown,Less than $40K,6,1,4,2517,76,0
F,Uneducated,Less than $40K,3,2,1,0,90,0
F,Doctorate,Less than $40K,4,2,1,0,68,0
F,Uneducated,$40K - $60K,6,2,1,1349,93,0
F,High School,Less than $40K,4,1,3,999,77,0
F,Graduate,Unknown,5,1,3,1028,71,0
F,Unknown,Less than $40K,5,1,2,0,73,0
F,Graduate,Unknown,5,3,3,780,81,0
M,College,$120K +,5,6,3,1972,88,0
F,College,Unknown,6,2,2,598,81,0
M,Post-Graduate,$80K - $120K,2,3,4,901,43,1
M,Uneducated,$120K +,5,2,1,981,85,0
F,Graduate,Unknown,4,3,4,2379,86,0
F,High School,Less than $40K,5,2,4,805,75,0
F,Doctorate,Less than $40K,5,2,2,1718,68,0
M,High School,$60K - $80K,6,2,4,778,84,0
F,Graduate,$40K - $60K,6,4,2,0,39,1
M,Post-Graduate,$80K - $120K,5,4,2,489,45,1
F,High School,$40K - $60K,4,2,2,792,40,1
F,Unknown,Less than $40K,4,1,4,1963,64,0
F,High School,Less than $40K,6,3,4,1581,69,0
F,Uneducated,$40K - $60K,4,1,1,2138,75,0
F,College,Unknown,6,2,4,1769,83,0
F,High School,Unknown,6,3,4,0,42,1
F,Graduate,Less than $40K,5,1,4,1399,67,0
F,Unknown,Less than $40K,6,1,3,1294,86,0
F,High School,Less than $40K,5,1,3,0,86,0
F,Graduate,Unknown,5,3,1,2248,80,0
F,Graduate,$40K - $60K,4,1,4,1280,81,0
M,Unknown,$80K - $120K,4,3,2,2035,67,0
M,Graduate,$40K - $60K,4,2,2,0,68,0
F,Unknown,Less than $40K,1,2,2,2389,36,1
M,College,$60K - $80K,5,3,1,1255,73,0
M,Graduate,$60K - $80K,5,3,3,0,43,1
F,College,Less than $40K,4,3,3,1088,90,0
F,Unknown,Unknown,3,3,2,1032,72,0
M,College,$40K - $60K,4,3,0,1896,74,0
F,Graduate,Less than $40K,6,1,3,1565,68,0
M,Post-Graduate,$80K - $120K,6,4,1,1448,61,0
M,Post-Graduate,$120K +,4,2,2,0,71,0
F,High School,Less than $40K,5,3,4,1555,62,0
F,High School,Less than $40K,3,3,4,1109,78,0
F,Unknown,Less than $40K,3,2,2,812,76,0
F,Unknown,$40K - $60K,3,2,4,0,78,0
F,College,Less than $40K,4,3,2,1865,85,0
M,High School,$40K - $60K,3,3,2,2159,81,0
F,Unknown,$40K - $60K,6,1,2,0,74,0
M,College,$80K - $120K,6,1,3,0,82,0
F,High School,Less than $40K,5,1,2,1075,65,0
F,High School,Less than $40K,4,3,2,1662,83,0
F,Doctorate,Less than $40K,5,3,3,1429,74,0
M,Graduate,$80K - $120K,3,2,2,850,34,0
F,High School,Less than $40K,4,2,4,1647,94,0
F,College,Less than $40K,5,3,2,1923,71,0
F,High School,$40K - $60K,5,2,3,412,43,1
F,Unknown,Less than $40K,5,2,1,0,61,0
F,Unknown,$40K - $60K,4,3,3,1316,73,0
M,Post-Graduate,$60K - $80K,3,3,4,0,74,0
M,Graduate,$40K - $60K,3,2,2,2123,69,0
F,Doctorate,Unknown,6,2,1,1031,67,0
M,High School,$80K - $120K,3,3,3,1396,62,0
F,Uneducated,Less than $40K,3,3,1,1759,86,0
F,Graduate,Unknown,3,3,3,1870,71,0
F,Graduate,Less than $40K,3,2,2,1491,70,0
F,College,Less than $40K,5,2,3,0,39,1
M,Unknown,$60K - $80K,4,3,4,1281,70,0
F,Graduate,Less than $40K,5,4,2,1581,73,0
M,High School,$80K - $120K,5,3,4,1802,80,0
F,Uneducated,Unknown,6,1,3,1349,72,0
F,College,Less than $40K,4,3,3,0,79,0
F,High School,Less than $40K,5,2,2,1617,71,0
F,Unknown,Unknown,4,3,3,0,52,1
F,High School,$40K - $60K,3,3,2,2517,69,0
F,Unknown,Unknown,4,2,1,0,80,0
F,Doctorate,$40K - $60K,3,1,4,1843,66,0
M,Unknown,$80K - $120K,5,2,3,0,62,0
M,Post-Graduate,$60K - $80K,5,2,3,0,35,1
M,College,$40K - $60K,3,1,1,1338,90,0
F,Uneducated,Unknown,6,3,2,1994,89,0
M,High School,$60K - $80K,4,3,1,1990,67,0
F,Doctorate,Less than $40K,3,2,3,0,47,1
F,High School,$40K - $60K,3,1,0,0,75,0
M,Uneducated,$80K - $120K,3,3,4,1901,75,0
F,Graduate,Less than $40K,6,1,4,1455,76,0
F,High School,Unknown,3,3,1,0,82,0
F,Post-Graduate,Less than $40K,5,3,2,1281,97,0
F,Graduate,Less than $40K,3,3,4,625,43,1
M,Graduate,$120K +,5,2,2,1144,92,0
M,Uneducated,$80K - $120K,5,3,2,1642,71,0
F,Unknown,Less than $40K,5,3,4,0,70,0
M,Graduate,$60K - $80K,4,1,3,0,75,0
F,Graduate,Less than $40K,3,1,2,1284,62,0
F,High School,$40K - $60K,3,3,1,0,85,0
F,Graduate,Less than $40K,3,2,2,0,38,1
F,College,$40K - $60K,6,3,1,0,76,0
M,Uneducated,$60K - $80K,4,2,2,893,62,0
F,High School,Less than $40K,3,3,2,0,43,1
F,Graduate,Less than $40K,3,3,2,736,65,0
M,Graduate,$40K - $60K,4,1,3,2282,77,0
F,Graduate,$40K - $60K,3,3,2,1699,92,0
F,Graduate,Less than $40K,5,2,2,2480,49,1
M,College,$60K - $80K,4,2,2,2234,68,0
F,Graduate,Unknown,6,2,3,857,78,0
F,Post-Graduate,Less than $40K,3,2,5,347,37,1
F,Unknown,Less than $40K,6,1,3,1379,72,0
M,Graduate,$60K - $80K,5,1,1,0,79,0
F,Graduate,Less than $40K,4,3,4,1846,74,0
F,High School,$40K - $60K,5,1,1,1579,67,0
F,Unknown,Less than $40K,4,2,3,1512,80,0
F,High School,$40K - $60K,4,1,3,1524,59,0
F,College,Unknown,4,2,3,1125,52,1
F,Uneducated,Less than $40K,4,1,3,1212,70,0
M,College,$40K - $60K,4,3,1,600,80,0
M,Graduate,$120K +,5,3,4,219,48,1
F,College,Unknown,5,3,4,2198,31,1
F,Graduate,Less than $40K,5,4,4,316,36,1
F,Doctorate,Less than $40K,3,2,2,0,64,0
F,Uneducated,Less than $40K,5,1,2,1516,78,0
F,Graduate,Less than $40K,4,2,3,0,68,0
F,High School,Unknown,4,2,2,1129,86,0
F,College,Less than $40K,3,2,3,0,37,1
M,Unknown,$60K - $80K,5,3,3,1629,55,0
F,Unknown,Unknown,3,3,3,0,48,1
F,Graduate,Unknown,3,3,3,0,75,0
F,Unknown,Less than $40K,5,2,1,1386,77,0
F,High School,Less than $40K,6,3,3,1324,79,0
M,High School,$60K - $80K,3,2,4,0,52,1
F,College,Less than $40K,6,3,3,0,87,0
M,Post-Graduate,$40K - $60K,5,2,4,0,62,0
M,Doctorate,$60K - $80K,4,3,4,1250,65,0
F,Unknown,Less than $40K,6,1,4,0,87,0
M,College,$120K +,5,1,2,1893,78,0
F,Doctorate,Less than $40K,5,2,4,0,46,1
M,College,Less than $40K,5,3,1,1991,82,0
M,College,$60K - $80K,5,1,3,1900,85,0
F,Unknown,Less than $40K,1,2,2,0,36,1
F,Uneducated,Less than $40K,5,2,1,680,93,0
M,Graduate,$60K - $80K,3,3,2,1777,79,0
M,Uneducated,$60K - $80K,5,1,4,1920,66,0
M,Unknown,$60K - $80K,6,2,4,0,40,1
F,Uneducated,$40K - $60K,4,3,4,928,83,0
F,Unknown,Less than $40K,3,2,4,1694,81,0
M,Post-Graduate,$120K +,3,1,4,1305,67,0
F,Unknown,$40K - $60K,5,2,4,1686,67,0
M,Graduate,$80K - $120K,4,2,3,2517,36,1
F,Unknown,Less than $40K,3,3,4,0,71,0
F,Unknown,Less than $40K,3,3,3,1623,78,0
F,High School,$40K - $60K,6,1,0,1670,72,0
F,Unknown,Unknown,5,1,1,0,74,0
M,Graduate,$40K - $60K,5,1,4,1329,68,0
F,Unknown,Less than $40K,5,3,4,1733,79,0
F,Post-Graduate,Unknown,5,2,2,997,83,0
M,College,$80K - $120K,3,3,1,0,82,0
M,College,$120K +,3,2,4,0,74,0
F,High School,Less than $40K,4,2,2,2410,62,0
F,Unknown,$40K - $60K,6,2,2,1575,82,0
M,College,$60K - $80K,4,1,2,862,83,0
F,High School,$40K - $60K,6,3,3,0,82,0
F,Doctorate,Unknown,6,3,1,683,58,0
M,Graduate,$60K - $80K,4,5,4,1413,68,0
M,Unknown,$60K - $80K,5,3,2,894,79,0
F,Doctorate,Unknown,6,3,4,2517,38,1
F,Uneducated,Unknown,6,3,1,1626,81,0
F,Post-Graduate,Unknown,5,3,1,681,78,0
F,Graduate,Less than $40K,6,3,2,644,82,0
F,Uneducated,Unknown,4,0,3,0,54,1
F,Graduate,Less than $40K,4,3,1,2180,78,0
F,Doctorate,Less than $40K,4,3,2,1084,81,0
F,Graduate,Unknown,5,3,3,730,84,0
F,College,Less than $40K,4,3,2,1731,83,0
M,Post-Graduate,$60K - $80K,4,2,1,2231,84,0
F,Graduate,Less than $40K,4,5,2,1340,76,0
F,Doctorate,Unknown,3,3,2,1474,40,1
F,High School,Less than $40K,4,3,3,1740,69,0
F,Unknown,Unknown,6,3,3,0,89,0
F,Graduate,$40K - $60K,3,3,5,0,40,1
M,Graduate,$60K - $80K,3,2,2,0,75,0
F,Unknown,Unknown,3,2,2,1197,78,0
M,High School,$80K - $120K,4,3,3,2488,44,1
F,Graduate,$40K - $60K,5,2,3,1899,86,0
F,High School,Unknown,3,2,3,0,72,0
F,College,$40K - $60K,5,3,2,722,53,0
F,Graduate,Less than $40K,4,3,3,1863,76,0
F,Uneducated,Less than $40K,4,2,2,1575,70,0
F,High School,$40K - $60K,3,2,3,2517,89,0
F,Uneducated,$40K - $60K,4,3,2,0,71,0
F,Graduate,Less than $40K,3,1,2,1888,74,0
F,College,Unknown,5,3,3,461,42,1
F,Uneducated,Unknown,5,2,3,1761,80,0
F,Doctorate,Less than $40K,6,2,2,2517,43,1
F,Unknown,Unknown,5,2,4,0,33,1
M,Doctorate,Unknown,6,4,3,0,43,1
F,Doctorate,Less than $40K,3,3,1,621,37,1
F,Graduate,Less than $40K,6,3,3,781,44,1
F,Graduate,Less than $40K,6,1,1,1338,79,0
F,Doctorate,Less than $40K,6,3,2,2041,68,0
F,Doctorate,Less than $40K,3,3,3,1153,84,0
M,Graduate,$80K - $120K,3,2,0,1979,35,0
F,High School,Less than $40K,5,4,2,0,37,1
F,Graduate,Less than $40K,6,2,3,0,43,1
F,Graduate,Less than $40K,4,3,3,1175,75,0
F,Post-Graduate,Less than $40K,4,2,3,2002,83,0
F,High School,Less than $40K,6,1,2,1505,68,0
F,Graduate,Less than $40K,3,3,3,1338,87,0
F,College,Unknown,3,3,3,1480,63,0
M,Uneducated,$80K - $120K,1,2,2,0,43,1
M,Uneducated,$120K +,3,3,4,0,33,1
M,Graduate,$80K - $120K,6,3,3,1402,84,0
M,Unknown,$60K - $80K,4,3,4,798,71,0
F,Graduate,Less than $40K,5,1,3,2486,78,0
F,Uneducated,$40K - $60K,4,2,2,1293,61,1
F,College,Less than $40K,3,3,2,0,70,0
F,Graduate,$40K - $60K,5,2,2,722,80,0
M,Unknown,$80K - $120K,4,2,1,892,67,0
F,Graduate,$40K - $60K,5,2,4,1828,41,1
F,High School,$40K - $60K,3,3,2,2455,72,0
M,Post-Graduate,$80K - $120K,5,1,3,0,67,0
F,Graduate,Unknown,6,1,3,0,87,0
M,High School,$80K - $120K,6,2,2,0,91,0
M,Unknown,$80K - $120K,3,1,2,0,53,0
F,High School,Unknown,6,2,2,1345,84,0
M,High School,$80K - $120K,4,3,2,0,39,1
F,Graduate,Less than $40K,4,2,2,1362,90,0
F,High School,Less than $40K,3,3,3,168,44,1
F,Graduate,Less than $40K,5,3,2,1300,67,0
M,High School,$80K - $120K,3,2,2,0,44,1
F,High School,Less than $40K,5,1,1,0,84,0
M,College,$60K - $80K,5,3,3,0,87,0
M,Graduate,Less than $40K,5,3,2,2242,84,0
M,Uneducated,$60K - $80K,3,2,4,1544,39,1
F,Uneducated,Unknown,6,3,2,1765,73,0
F,College,Less than $40K,5,3,2,1650,69,0
F,Graduate,Less than $40K,4,3,4,424,53,1
M,Graduate,$80K - $120K,3,3,3,321,62,1
F,Graduate,Unknown,3,4,6,1091,49,1
M,Unknown,$80K - $120K,6,4,3,0,32,1
F,Doctorate,Unknown,6,2,0,1313,88,0
F,College,Less than $40K,5,2,2,1214,39,1
F,High School,Less than $40K,3,1,3,1492,87,0
F,College,Unknown,5,3,2,1448,62,0
M,High School,$80K - $120K,3,2,3,2066,85,0
M,Doctorate,$120K +,4,3,2,2517,37,1
M,Graduate,$120K +,4,2,2,0,82,0
M,Uneducated,$80K - $120K,5,3,2,0,72,0
F,High School,Unknown,4,1,3,0,48,1
M,Doctorate,$80K - $120K,5,3,4,1528,52,1
F,Unknown,Less than $40K,3,1,2,0,43,1
F,Graduate,Less than $40K,6,3,3,1579,82,0
F,Graduate,Less than $40K,3,3,3,2032,75,0
F,Graduate,Less than $40K,3,3,3,1035,78,0
F,Graduate,Less than $40K,3,3,3,2137,40,1
M,High School,$60K - $80K,5,3,2,1720,70,0
F,Unknown,Less than $40K,4,1,2,1508,60,0
F,Graduate,Less than $40K,3,3,2,1273,77,0
M,Graduate,$40K - $60K,4,2,4,425,43,1
M,High School,$40K - $60K,1,2,3,1335,50,1
F,Uneducated,Unknown,5,1,2,1742,75,0
M,Unknown,$40K - $60K,4,2,3,0,59,0
M,College,Less than $40K,3,1,2,1318,74,0
M,Unknown,$60K - $80K,6,2,3,0,41,1
F,College,Less than $40K,5,2,3,1503,68,0
F,Unknown,Unknown,6,1,3,2232,63,0
F,Uneducated,Less than $40K,5,2,2,1224,79,0
F,Graduate,Less than $40K,3,2,2,2270,78,0
F,College,Less than $40K,5,2,0,761,91,0
F,Graduate,Less than $40K,6,3,5,0,51,1
F,Graduate,Less than $40K,4,3,3,599,76,0
M,Unknown,$120K +,5,4,3,278,41,1
F,Graduate,Unknown,6,3,3,871,72,0
F,Graduate,Unknown,4,2,3,1513,75,0
F,College,Less than $40K,5,2,3,0,60,0
F,High School,Less than $40K,4,1,1,886,85,0
F,Graduate,$40K - $60K,6,3,0,1569,92,0
F,Graduate,Unknown,6,1,3,1841,68,0
M,Graduate,$80K - $120K,3,3,1,760,67,0
F,Graduate,Less than $40K,5,5,3,2312,69,0
F,Doctorate,Less than $40K,3,1,2,1491,91,0
F,High School,$40K - $60K,5,1,1,2426,74,0
F,Unknown,Less than $40K,5,3,1,0,82,0
F,High School,$40K - $60K,6,2,0,1179,87,0
F,Graduate,$40K - $60K,4,3,1,1730,64,0
M,Unknown,$120K +,5,3,2,1433,77,0
F,Unknown,Less than $40K,3,1,1,2093,70,0
M,Uneducated,$60K - $80K,3,3,2,0,71,0
F,Uneducated,Less than $40K,5,0,3,0,43,1
F,High School,Less than $40K,3,2,2,1711,71,0
F,Graduate,Less than $40K,4,2,3,1289,84,0
F,Graduate,Unknown,5,2,6,0,49,1
M,Graduate,$120K +,4,5,3,0,78,0
F,Graduate,Less than $40K,4,1,2,777,88,0
F,Graduate,$40K - $60K,3,1,2,1736,64,0
M,Post-Graduate,Less than $40K,5,1,1,1291,88,0
F,College,Less than $40K,5,3,3,1778,63,0
M,College,$40K - $60K,5,1,2,0,78,0
F,Graduate,Less than $40K,3,3,3,2517,49,1
M,Unknown,$60K - $80K,3,3,3,0,74,0
F,Graduate,$40K - $60K,5,1,2,1507,85,0
F,High School,$40K - $60K,3,3,3,0,44,1
F,High School,Less than $40K,3,3,3,0,78,0
M,Graduate,$60K - $80K,3,3,1,1644,68,0
F,Graduate,Unknown,4,2,4,0,39,1
F,Uneducated,Less than $40K,5,1,2,912,73,0
F,Post-Graduate,Less than $40K,6,3,3,2517,67,0
M,Unknown,$120K +,3,2,2,802,78,0
F,Graduate,Less than $40K,3,3,3,0,41,1
F,High School,Unknown,6,1,2,1994,56,0
M,Graduate,$40K - $60K,6,3,3,1408,75,0
F,Graduate,$40K - $60K,3,2,5,2517,44,1
M,High School,$80K - $120K,6,1,2,0,71,0
F,Uneducated,Less than $40K,6,2,3,1414,77,0
M,Graduate,$60K - $80K,4,2,3,1749,80,0
M,College,$120K +,5,3,3,0,50,1
F,Unknown,Less than $40K,3,3,3,1439,88,0
M,High School,$120K +,4,2,0,1005,87,0
M,Uneducated,$40K - $60K,3,1,2,0,67,0
F,College,Unknown,6,2,2,0,67,0
F,Unknown,Less than $40K,5,1,3,1840,67,0
F,High School,Less than $40K,6,2,3,0,84,0
F,High School,Less than $40K,6,2,2,866,69,0
F,High School,Unknown,6,3,3,1607,70,0
M,High School,$60K - $80K,4,3,2,945,79,0
M,High School,$40K - $60K,5,2,2,0,75,0
F,Post-Graduate,$40K - $60K,5,3,3,1644,71,0
F,High School,$40K - $60K,4,1,2,919,82,0
F,Unknown,$40K - $60K,3,1,3,1991,82,0
F,Unknown,Unknown,3,3,2,0,79,0
F,Graduate,Less than $40K,3,3,4,0,36,1
F,Uneducated,Unknown,5,3,3,1604,74,0
F,High School,Less than $40K,4,2,2,1103,81,0
F,High School,Less than $40K,4,2,2,1700,76,0
F,Uneducated,Unknown,3,6,3,0,43,1
M,Graduate,$40K - $60K,3,3,2,0,78,0
F,High School,$40K - $60K,6,2,2,0,82,0
F,Uneducated,Less than $40K,5,3,0,1886,74,0
F,Graduate,$40K - $60K,3,3,2,2082,70,0
F,High School,Less than $40K,3,5,2,1218,75,0
M,Graduate,$80K - $120K,5,2,4,2434,27,1
F,College,Unknown,5,3,3,0,69,0
F,Uneducated,Less than $40K,3,2,2,0,31,1
M,Graduate,$40K - $60K,1,2,3,894,42,1
F,Post-Graduate,Less than $40K,4,1,3,1462,75,0
F,Unknown,Unknown,3,1,2,696,77,0
F,Post-Graduate,$40K - $60K,4,3,3,2084,83,0
F,Uneducated,Less than $40K,4,3,3,0,74,0
F,College,Less than $40K,6,1,2,1428,61,0
M,Uneducated,$40K - $60K,4,3,1,457,49,1
F,Graduate,$40K - $60K,4,1,2,1572,93,0
M,Doctorate,$40K - $60K,4,2,2,868,58,0
M,Uneducated,$120K +,6,2,3,1458,75,0
F,Unknown,Less than $40K,4,2,3,1457,70,0
F,Graduate,Less than $40K,5,2,3,790,59,0
F,High School,Less than $40K,6,3,2,1190,94,0
F,Graduate,Less than $40K,3,3,2,962,69,0
F,Uneducated,Less than $40K,5,2,3,1254,75,0
F,Doctorate,Less than $40K,4,3,4,2090,53,1
M,High School,$80K - $120K,4,3,3,0,82,0
F,Graduate,Less than $40K,3,3,0,1492,55,0
F,High School,Less than $40K,3,3,2,2517,83,0
F,High School,Unknown,3,5,3,0,87,0
F,Graduate,Unknown,3,3,3,2517,94,0
F,Graduate,$40K - $60K,6,2,2,0,88,0
M,Unknown,$40K - $60K,4,3,3,1695,71,0
F,Graduate,Less than $40K,3,1,3,1430,86,0
F,Uneducated,Less than $40K,6,2,2,0,70,0
F,Uneducated,Less than $40K,4,3,2,1279,76,0
F,High School,Less than $40K,5,2,3,1489,66,0
M,High School,$60K - $80K,6,2,3,0,79,0
M,Graduate,$40K - $60K,3,1,2,2126,79,0
F,High School,Unknown,3,3,3,0,86,0
F,Unknown,Less than $40K,5,2,1,2517,77,0
M,High School,$60K - $80K,4,3,3,2040,53,0
F,High School,$40K - $60K,3,3,2,845,88,0
F,Doctorate,Less than $40K,5,1,1,0,72,0
M,Uneducated,$120K +,1,2,3,2282,41,1
F,Unknown,Less than $40K,5,2,3,572,34,1
M,Graduate,$120K +,3,2,3,795,98,0
F,Uneducated,Less than $40K,4,2,3,0,69,0
M,High School,$80K - $120K,3,2,3,1170,64,0
F,High School,Less than $40K,5,1,3,1114,73,0
M,High School,Less than $40K,3,2,2,700,87,0
